Ticker,Short Name,NI / Profit T12M,SE End Pd LF,EBITDA T12M,EBIT T12M,Total Liab LF,FCF T12M,Tot Assets LF,Market Cap,P/E,Total Return YTD,Revenue T12M,EPS T12M,Tot Debt LF,Fitch Long Term Issuer Default Rating,Curr Liab LF,Curr Assets LF
CTVA US Equity,CORTEVA INC,1094000000.00,24386000896.00,3232000000.00,1868000000.00,18574500000.00,2815000000.00,42845000000.00,51757447040.00,28.41,15.07,17401000000.00,1.58,2995000000.00,A,12125000000.00,17335000000.00
135 HK Equity,KUNLUN ENERGY,5816000000.00,91067998208.00,16225000000.00,11019000000.00,49757000000.00,7251000000.00,140825000000.00,72127817567.03,10.93,12.11,191667000000.00,0.67,20425000000.00,A,29800000000.00,56449000000.00
TGT US Equity,TARGET CORP,3706000000.00,16165000192.00,8251000000.00,5117000000.00,43325000000.00,2835000000.00,59490000000.00,54698566187.73,15.95,24.80,104780000000.00,8.17,19918000000.00,A,21230000000.00,20005000000.00
600019 CH Equity,BAOSHAN IRON &-A,9439231872.00,223314411520.00,27382517201.48,11507718016.01,152948369540.87,23976178204.12,376262777054.35,153563701635.05,16.21,-5.37,311696653138.66,0.43,49405491042.16,A,131324875394.59,135175307941.22
KIMBERA MM Equity,KIMBERLY-CLA M-A,7581466752.00,7236349952.00,14107861000.00,12091264000.00,42785022113.31,6489906000.00,45633156000.00,117996542893.05,16.56,8.26,55371444000.00,2.51,24090009000.00,A,15570051000.00,22640209000.00
LATOB SS Equity,LATOUR INV-B,4916999936.00,42763001856.00,4503000000.00,3648000000.00,25877000000.00,4260000000.00,68640000000.00,132830787905.27,27.33,-6.65,28145000000.00,7.70,19270000000.00,A,11648000000.00,13535000000.00
ML FP Equity,MICHELIN,1665000000.00,18076000256.00,4309000000.00,2366000000.00,16942000000.00,2057000000.00,35018000000.00,20572942295.50,13.15,9.61,25992000000.00,2.36,6608000000.00,A,7503000000.00,14271000000.00
UNH US Equity,UNITEDHEALTH GRP,12055999872.00,101698002944.00,24925000000.00,18964000000.00,207883000000.00,16075000000.00,309581000000.00,260030974356.72,18.55,-13.22,447567000000.00,13.26,83004000000.00,A,114897000000.00,90582000000.00
COP US Equity,CONOCOPHILLIPS,7988000000.00,64486998016.00,23547000000.00,12047000000.00,57452000000.00,7243000000.00,121939000000.00,143099244524.64,18.89,26.01,58944000000.00,6.34,23444000000.00,A,11972000000.00,15532000000.00
914 HK Equity,CONCH CEMENT-H,8802154880.00,202770661376.00,18632314388.89,9854617386.00,52570866448.00,9117740088.00,255341524929.00,140411476875.57,11.92,1.90,84177028967.00,1.66,14099640964.00,A,28445275714.00,88273083461.00
HD US Equity,HOME DEPOT INC,14156000000.00,12812999680.00,25011000000.00,20890000000.00,92282000000.00,12646000000.00,105095000000.00,356313470711.20,25.15,4.02,164683000000.00,14.27,65350000000.00,A,32424000000.00,34391000000.00
030200 KS Equity,KT CORP,1731022045184.00,19259935686656.00,6310114038461.54,2469100000000.00,23752817000000.00,2683913904823.75,42899379697983.10,14995290257500.00,8.37,14.17,28244200000000.00,7100.30,11587849000000.00,A,12223648000000.00,15123559000000.00
SALIK UH Equity,SALIK CO PJSC,1553361984.00,1218665984.00,2180759000.00,2035990000.00,6731658556.96,1902333000.00,7871500000.00,44100000858.31,30.20,-2.68,3096913000.00,0.20,4000887000.00,A,1130491000.00,1472845000.00
BHP AU Equity,BHP GROUP LTD,10242999808.00,55465000960.00,28738000000.00,22320000000.00,60547000000.00,9895000000.00,116012000000.00,254453542317.69,17.40,12.22,53988000000.00,2.02,24412666666.67,A,15726000000.00,25928000000.00
TCS IN Equity,TATA CONSULTANCY,477159997440.00,1167010037760.00,655760000000.00,600430000000.00,653964655442.87,503110000000.00,1863870000000.00,9144354039664.34,19.39,-18.81,2608020000000.00,131.88,96100000000.00,A,572270000000.00,1444900000000.00
7267 JP Equity,HONDA MOTOR CO,496010991616.00,12778459889664.00,1515674000000.00,665071000000.00,20071091000000.00,248387000000.00,32849551000000.00,6590982000000.00,11.92,-5.34,21335706000000.00,121.93,13235754000000.00,A,9094050000000.00,12376882000000.00
AENA SM Equity,AENA SME SA,2136675968.00,9154577408.00,3785032000.00,2988135000.00,9038022000.00,2104800000.00,18192599000.00,37500000000.00,20.57,6.88,6303360000.00,1.24,6993188712.15,A,1772206000.00,3334741000.00
8801 JP Equity,MITSUI FUDOSAN,324644997120.00,3303587971072.00,603422000000.00,454755000000.00,6672071000000.00,46298916666.67,9975659000000.00,5374033296450.00,16.64,9.52,2930413000000.00,117.20,4508034000000.00,A,1689685000000.00,3296416000000.00
ADM US Equity,ARCHER-DANIELS,1078000000.00,23026999296.00,2562000000.00,951000000.00,29362000000.00,4204000000.00,52389000000.00,32452252359.36,18.08,18.20,80269000000.00,2.22,9758000000.00,A,19534000000.00,26665000000.00
ROK US Equity,ROCKWELL AUTOMAT,990000000.00,3800000000.00,1868000000.00,1543000000.00,7430000000.00,1235000000.00,11230000000.00,41553325115.64,28.60,-4.61,8566000000.00,8.77,3773000000.00,A,3452000000.00,3989000000.00
SNA US Equity,SNAP-ON INC,1016900000.00,5956800000.00,1461200000.00,1327700000.00,2455500000.00,1005700000.00,8412300000.00,19318948848.94,19.64,8.67,5156100000.00,19.50,1293300000.00,A,918500000.00,4402800000.00
600900 CH Equity,CHINA YANGTZE-A,32658803712.00,232991784960.00,70495670376.05,44706093238.46,335777214949.26,43824549057.29,568769002805.71,665535540542.97,20.38,0.84,83872986452.56,1.33,288709654869.91,A,126024393305.10,27112931148.25
BAS GR Equity,BASF SE,1619000000.00,34338000896.00,6239000000.00,2073000000.00,41836000000.00,1343000000.00,76174000000.00,39244200640.58,28.07,1.73,59657000000.00,1.82,22643000000.00,A,16412000000.00,31684000000.00
700 HK Equity,TENCENT,217905999872.00,1260514967552.00,302695000000.00,232702000000.00,812757000000.00,141184673623.10,2073272000000.00,4698879760500.00,19.02,-13.86,729841000000.00,23.92,409295000000.00,A,429234000000.00,582153000000.00
BABA US Equity,ALIBABA GRP-ADR,123353997312.00,1111784947712.00,152711000000.00,110023000000.00,772095000000.00,1614000000.00,1883880000000.00,312249722073.85,23.92,-10.77,1012055000000.00,54.05,230703000000.00,A,444137000000.00,646619000000.00
HON US Equity,HONEYWELL INTL,4728999872.00,15029999616.00,7196000000.00,5573000000.00,58651000000.00,5422000000.00,73681000000.00,149568135688.29,26.40,21.20,37442000000.00,7.39,35563000000.00,A,23414000000.00,30387000000.00
LMT US Equity,LOCKHEED MARTIN,5017000064.00,6720999936.00,9676000000.00,7731000000.00,53119000000.00,6908000000.00,59840000000.00,154561002824.80,27.95,39.60,75048000000.00,21.56,22800000000.00,A,23335000000.00,25362000000.00
SCG AU Equity,SCENTRE GROUP,1778500032.00,19076399104.00,2056909090.91,1816000000.00,16320600000.00,691200000.00,35397000000.00,18280419818.50,10.24,-14.68,2685000000.00,0.34,15028700000.00,A,3557700000.00,1898600000.00
STC AB Equity,SAUDI TELECOM CO,14828029696.00,86386343936.00,24469435000.00,14438264000.00,71090329000.00,6516902000.00,157476669000.00,211100006103.52,14.11,-0.77,77818675000.00,2.97,19449753000.00,A+,40172575000.00,58015755000.00
ASML NA Equity,ASML HOLDING NV,10212999936.00,24184999936.00,13486800000.00,12054000000.00,31391800000.00,12252900000.00,55576800000.00,425953266923.86,43.60,24.65,32667300000.00,26.31,4451700000.00,A+,24439400000.00,30240500000.00
CAT US Equity,CATERPILLAR INC,8884000000.00,21318000640.00,13605000000.00,11151000000.00,77267000000.00,7453000000.00,98585000000.00,316814144358.80,35.70,19.14,67589000000.00,18.92,44058000000.00,A+,36558000000.00,52485000000.00
SECO AB Equity,SAUDI ENERGY CO,12974999552.00,260893278208.00,39153000000.00,18157666666.67,358559760000.00,-30197055486.34,619453044000.00,59873952644.72,9.38,1.00,102218000000.00,1.51,195854725000.00,A+,92587123000.00,51305860000.00
ARAMCO AB Equity,SAUDI ARABIAN OI,365327998976.00,1691627945984.00,829175000000.00,725284000000.00,824803000000.00,296583000000.00,2516431000000.00,6543680221557.62,17.89,13.05,1683505000000.00,1.51,342642327916.22,A+,293224000000.00,585574000000.00
SDR LN Equity,SCHRODERS PLC,539800000.00,4456399872.00,804900000.00,622700000.00,20156300000.00,952100000.00,24612700000.00,9430714532.69,17.21,43.86,3250700000.00,0.34,6017200000.00,A+,19052900000.00,18210900000.00
ATCOA SS Equity,ATLAS COPCO-A,26420000256.00,110382997504.00,43643000000.00,34114000000.00,92071000000.00,28199000000.00,202454000000.00,797366545658.03,32.24,5.24,168343000000.00,5.42,34899000000.00,A+,56006000000.00,87018000000.00
7203 JP Equity,TOYOTA MOTOR,3695588016128.00,39992537645056.00,6623790000000.00,4312817000000.00,62352060000000.00,404186000000.00,102344599000000.00,54729631548900.00,12.22,3.25,50450764000000.00,283.47,41072723878269.90,A+,32553251000000.00,41027276000000.00
DE US Equity,DEERE & CO,4813999936.00,26307000320.00,11526000000.00,9256000000.00,77079000000.00,3576000000.00,103436000000.00,159301171705.14,32.41,26.68,46786000000.00,17.78,62479000000.00,A+,33208000000.00,24886000000.00
DHL GR Equity,DHL GROUP,3501000000.00,22623000576.00,10898000000.00,6037000000.00,48395000000.00,5609000000.00,71018000000.00,52371001052.86,14.90,-1.13,82855000000.00,3.10,27441000000.00,A-,21410000000.00,20946000000.00
NEM US Equity,NEWMONT CORP,7084999936.00,34041999360.00,13508000000.00,10961000000.00,23079000000.00,7299000000.00,57121000000.00,126508892113.48,16.82,16.72,22669000000.00,6.40,5698000000.00,A-,5712000000.00,13066000000.00
TMO US Equity,THERMO FISHER,6704000000.00,53535997952.00,10907000000.00,7746000000.00,56807000000.00,6293000000.00,110343000000.00,186473945960.68,26.26,-13.37,44556000000.00,17.77,40855000000.00,A-,15189000000.00,28707000000.00
DHI US Equity,DR HORTON INC,3335099968.00,24555399168.00,4226700000.00,4121800000.00,10084200000.00,3476700000.00,34639600000.00,42661721947.70,12.91,2.53,33524400000.00,11.05,5616200000.00,A-,4536900000.00,28159000000.00
MRSH US Equity,MARSH & MCLENNAN,4160000000.00,15315000320.00,7462000000.00,6223000000.00,43395000000.00,5001000000.00,58710000000.00,88633468239.24,21.11,-0.84,26981000000.00,8.48,21449000000.00,A-,21060000000.00,23200000000.00
412 HK Equity,SHANDONG HI-SPEE,795298000.00,17922189312.00,3677973000.00,1811491000.00,49609010000.00,-424797000.00,67531200000.00,9384540185.82,18.90,14.71,5014310000.00,0.08,46699540000.00,A-,17944058000.00,27543482000.00
OMV AV Equity,OMV AG,1018000000.00,22567000064.00,4752000000.00,2709000000.00,23770000000.00,1366000000.00,46337000000.00,18720000234.09,26.49,20.90,24308000000.00,3.12,9034000000.00,A-,11035000000.00,21852000000.00
EA US Equity,ELECTRONIC ARTS,680000000.00,6152000000.00,1312000000.00,993000000.00,7128000000.00,2299000000.00,13280000000.00,49550235174.00,64.00,-3.01,7306000000.00,2.69,2242000000.00,A-,4436000000.00,4108000000.00
EQT SS Equity,EQT AB,728000000.00,7513999872.00,1382000000.00,953000000.00,3854000000.00,367000000.00,11368000000.00,343977565746.00,43.26,-21.50,2632000000.00,0.62,2644000000.00,A-,978000000.00,6685000000.00
SPGI US Equity,S&P GLOBAL INC,4470999936.00,31126999040.00,7755000000.00,6478000000.00,25048000000.00,5456000000.00,61200000000.00,138422160000.00,30.66,-13.24,15336000000.00,14.67,13582000000.00,A-,7637000000.00,6296000000.00
ECL US Equity,ECOLAB INC,2075600032.00,9804499968.00,3944000000.00,2737600000.00,14891800000.00,1904300000.00,24696300000.00,79709943255.12,38.13,7.68,16081200000.00,7.33,8997500000.00,A-,5534700000.00,5955600000.00
BLND LN Equity,BRIT LAND CO PLC,447000000.00,5818999808.00,402000000.00,428000000.00,3175000000.00,-391000000.00,8994000000.00,3589624371.12,8.47,-5.79,498000000.00,0.45,2728000000.00,A-,624000000.00,175000000.00
WM US Equity,WASTE MANAGEMENT,2708000000.00,9991000064.00,7598000000.00,4308000000.00,35844000000.00,2816000000.00,45835000000.00,99240768915.05,32.47,11.99,25204000000.00,6.72,24003000000.00,A-,5524000000.00,4910000000.00
CDNS US Equity,CADENCE DESIGN,1108888000.00,5474181120.00,1790716000.00,1492042000.00,4678967000.00,1586910000.00,10153148000.00,81918462952.62,61.63,-5.00,5296759000.00,4.09,2666328000.00,A-,1635291000.00,4669673000.00
UNP US Equity,UNION PAC CORP,7138000000.00,18467000320.00,12616000000.00,9846000000.00,51231000000.00,5499000000.00,69698000000.00,150786703900.60,21.23,10.42,24510000000.00,12.01,32918666666.67,A-,5014000000.00,4555000000.00
NVR US Equity,NVR INC,1339816000.00,3864869120.00,1840490000.00,1772881000.00,1992061000.00,1096812000.00,5856930000.00,19441300900.80,15.92,-4.58,10323959000.00,462.71,1052893000.00,A-,807547000.00,4284779000.00
HWM US Equity,HOWMET AEROSPACE,1508000000.00,5352999936.00,2402000000.00,2046000000.00,5826000000.00,1431000000.00,11179000000.00,100287137958.19,66.07,22.07,8252000000.00,3.74,3213000000.00,A-,1771000000.00,3779000000.00
2588 HK Equity,BOC AVIATION LTD,805090016.00,6499466240.00,2439245000.00,1654079000.00,18445423173.75,-1662383000.00,25568503000.00,54653313802.50,8.69,8.17,2215323000.00,1.16,16451576000.00,A-,2255950000.00,1303268000.00
LI FP Equity,KLEPIERRE,1299400000.00,11463600128.00,1734900000.00,1713000000.00,10804600000.00,664800000.00,22268200000.00,9225455247.75,7.29,0.92,1656300000.00,4.54,8514200000.00,A-,2321400000.00,1307900000.00
WCN CN Equity,WASTE CONNECTION,1076556016.00,8245381120.00,3005728000.00,1710174000.00,12883982000.00,1234841000.00,21129363000.00,59113049536.00,36.41,-3.75,9466915000.00,4.18,9540699000.00,A-,2124261000.00,1311563000.00
CU CN Equity,CAN UTILITIES-A,119000000.00,6598000128.00,1953000000.00,660000000.00,17938000000.00,103000000.00,24536000000.00,13226983758.45,2883.85,14.19,3690000000.00,-0.26,11852052995.62,A-,1069000000.00,1665000000.00
REL LN Equity,RELX PLC,2064999936.00,2390000128.00,3735000000.00,2983000000.00,12367000000.00,2855000000.00,14757000000.00,47540516732.80,23.44,-12.58,9590000000.00,1.13,6968480363.98,A-,6001000000.00,2960000000.00
TRI CN Equity,THOMSON REUTERS,1502000000.00,11914000384.00,3062000000.00,2132000000.00,6026000000.00,2017000000.00,17940000000.00,67394277668.16,38.01,-15.73,7476000000.00,3.33,2372000000.00,A-,3468000000.00,2228000000.00
TKA AV Equity,TELEKOM AUSTRIA,612000000.00,5352999936.00,2062000000.00,852000000.00,4875000000.00,884000000.00,10228000000.00,6120045025.35,10.23,5.67,5578000000.00,0.93,2609000000.00,A-,2766000000.00,2283000000.00
HUBB US Equity,HUBBELL INC,893600000.00,7705800192.00,1460200000.00,1208800000.00,4370900000.00,874700000.00,8228800000.00,25067821807.08,27.71,6.47,5844600000.00,16.75,2487300000.00,A-,1508700000.00,2594000000.00
RSG US Equity,REPUBLIC SVCS,2140000000.00,11969000448.00,5292000000.00,3302000000.00,22397000000.00,2409000000.00,34366000000.00,71349388318.50,33.57,9.35,16591000000.00,6.86,13806000000.00,A-,3928000000.00,2523000000.00
CSX US Equity,CSX CORP,2889000000.00,13159999488.00,6201000000.00,4521000000.00,30522000000.00,1711000000.00,43682000000.00,74289294120.05,25.19,10.57,14092000000.00,1.54,19419000000.00,A-,3133000000.00,2550000000.00
MMM US Equity,3M CO,3250000000.00,4746999808.00,6140000000.00,4629000000.00,32986000000.00,1396000000.00,37733000000.00,80801047000.00,19.19,-3.74,24948000000.00,6.04,13132000000.00,A-,9595000000.00,16387000000.00
PHM US Equity,PULTEGROUP INC,2218730016.00,12985442304.00,3139083000.00,2998676000.00,5062981000.00,1748533000.00,18048423000.00,24587196818.40,10.60,9.02,17311953000.00,11.18,1764341000.00,A-,2899545000.00,14934189000.00
686 HK Equity,BEIJING ENERGY I,226000000.00,25460000768.00,6213000000.00,2998000000.00,80167000000.00,-4111000000.00,105627000000.00,2616648813.23,12.84,3.48,7825000000.00,0.08,71151000000.00,A-,26515000000.00,19581000000.00
BA/ LN Equity,BAE SYSTEMS PLC,2061999936.00,11937000448.00,4098000000.00,2925000000.00,25742000000.00,2378000000.00,37679000000.00,66958698699.20,32.18,29.17,28336000000.00,0.69,11007000000.00,A-,12303000000.00,12147000000.00
NUE US Equity,NUCOR CORP,1744000000.00,22123999232.00,4105000000.00,2592000000.00,12980000000.00,-188000000.00,35104000000.00,38436966281.25,18.84,3.46,32494000000.00,7.54,6853000000.00,A-,4004000000.00,11765000000.00
BSX US Equity,BOSTON SCIENTIFC,2898000000.00,24472000512.00,5098000000.00,3613000000.00,19201000000.00,3658000000.00,43673000000.00,105875227285.60,28.24,-25.17,20074000000.00,1.96,11972000000.00,A-,5439000000.00,8794000000.00
PH US Equity,PARKER HANNIFIN,3536865984.00,14320000000.00,5210174000.00,4293043000.00,16073000000.00,3339772000.00,30511000000.00,116588732167.88,34.94,5.29,20461349000.00,27.81,9870000000.00,A-,6086000000.00,7193000000.00
VOW GR Equity,VOLKSWAGEN AG,7290000192.00,197706006528.00,46164000000.00,11183000000.00,441075000000.00,-10865000000.00,638781000000.00,44545347574.38,6.19,-12.56,326046000000.00,14.85,254331000000.00,A-,226469000000.00,248143000000.00
1 HK Equity,CKH HOLDINGS,7734999808.00,675864969216.00,55181000000.00,14685000000.00,461721000000.00,42957000000.00,1137586000000.00,225206613677.91,29.15,11.05,284030000000.00,2.02,327054000000.00,A-,117590000000.00,198735000000.00
BN CN Equity,BROOKFIELD CORP,1307000000.00,166194003968.00,28428000000.00,18049000000.00,352777000000.00,-2792000000.00,518971000000.00,137117132636.92,46.03,-11.19,75100000000.00,0.50,263420000000.00,A-,62348000000.00,101413000000.00
902 HK Equity,HUANENG POWER-H,14563483808.00,215950966784.00,57727435142.86,30000399364.00,380248030104.00,-14313698677.00,596198991252.00,123085845409.18,6.14,7.16,234130103188.00,0.88,302261906242.00,A-,164823206185.00,95001373811.00
002352 CH Equity,S F HOLDING CO-A,10861562880.00,108975104000.00,33743000000.00,14580680000.00,108950112000.00,19460180000.00,217925217000.00,184451177283.87,16.83,-3.68,302820048000.00,2.19,47800093000.00,A-,69967615000.00,92802098000.00
1024 HK Equity,KUAISHOU-W,17356999680.00,74636001280.00,26180000000.00,19158000000.00,78980012007.78,17437062011.81,163731000000.00,263556207288.45,13.15,-5.32,138592000000.00,4.06,23165000000.00,A-,71779000000.00,72550000000.00
QLT LN Equity,QUILTER PLC,120000000.00,1408000000.00,212800000.00,203777777.78,66373000000.00,85042777.76,64174074590.03,2500780214.99,20.72,0.66,9364000000.00,0.09,274000000.00,A-,57217000000.00,67229000000.00
ELV US Equity,ELEVANCE HEALTH,5662000064.00,44025999360.00,9769000000.00,8112000000.00,77468000000.00,3174000000.00,121494000000.00,63924899749.88,9.60,-17.38,199125000000.00,25.17,32706000000.00,A-,41035000000.00,63001000000.00
19 HK Equity,SWIRE PACIFIC-A,1222000000.00,314089996288.00,5257000000.00,876000000.00,123030865517.50,8247000000.00,480033000000.00,98848819111.36,89.68,26.56,88180000000.00,0.88,107112000000.00,A-,61502000000.00,62706000000.00
PYPL US Equity,PAYPAL HOLDINGS,5232999936.00,20256000000.00,7182000000.00,6065000000.00,59917000000.00,5564000000.00,80173000000.00,43243613537.74,8.87,-19.30,33172000000.00,5.46,10700000000.00,A-,46443000000.00,59759000000.00
MCK US Equity,MCKESSON CORP,4340000000.00,-99000000.00,6337000000.00,5653000000.00,84289000000.00,9988000000.00,84190000000.00,112597818802.56,25.35,12.16,397958000000.00,34.92,8624000000.00,A-,68131000000.00,59697000000.00
VZ US Equity,VERIZON COMMUNIC,17174000128.00,105741000704.00,53148000000.00,29259000000.00,298517000000.00,20126000000.00,404258000000.00,215608014668.16,11.20,27.68,138191000000.00,4.06,181643000000.00,A-,62370000000.00,56922000000.00
COR US Equity,CENCORA INC,1625215936.00,2095968000.00,4560928000.00,2682796000.00,76265246000.00,1180097000.00,78361214000.00,69731468269.72,25.23,6.31,325777775000.00,8.38,7921735000.00,A-,59132139000.00,54151576000.00
005380 KS Equity,HYUNDAI MOTOR,9445986992128.00,127648239976448.00,16478933000000.00,11467851000000.00,241196612000000.00,-14358034000000.00,368844849000000.00,102993156298000.00,14.08,71.75,186254472000000.00,36084.60,176514918000000.00,A-,88579290000000.00,120777363000000.00
017670 KS Equity,SK TELECOM,408362000384.00,11808944422912.00,4683823259259.26,1073200000000.00,17086403000000.00,1577171870845.17,29317090332187.80,16581792091600.00,41.80,43.93,17099200000000.00,1849.21,10831287000000.00,A-,6492244000000.00,6929368000000.00
601668 CH Equity,CHINA STATE -A,44666885120.00,816741089280.00,117352265272.73,94321504000.00,2595780578000.00,-33910000000.00,3412521637000.00,207015165581.93,4.67,-2.34,2118826747000.00,1.07,903274961000.00,A-,1917615865000.00,2496047285000.00
TME US Equity,TENCENT MUSI-ADR,10809999872.00,85432999936.00,9764560606.06,11822000000.00,19433000000.00,11377382235.93,104866000000.00,21096079344.48,17.24,-22.30,31719000000.00,7.05,3865000000.00,A-,14348000000.00,29917000000.00
WPRO IN Equity,WIPRO LTD,132652001280.00,898953969664.00,175662000000.00,146623000000.00,512905000000.00,160485000000.00,1411859000000.00,2084489548042.50,15.42,-23.89,908919000000.00,12.67,178583250000.00,A-,387209000000.00,845870000000.00
HCLT IN Equity,HCL TECH LTD,164422979584.00,729768132608.00,255459031453.23,212402772512.78,400987759400.00,219755320128.64,1141280055300.00,3686785333174.01,22.16,-15.83,1262572541463.86,61.23,71133285300.00,A-,316367759400.00,699102604200.00
300750 CH Equity,CONTEMPORARY A-A,63777717248.00,347012071424.00,98780368159.54,73608221159.54,603801220493.25,90475972083.90,974827544212.91,1645226612803.05,24.93,-2.66,423701833887.00,14.34,222878195488.66,A-,399625988021.08,638481542824.47
688 HK Equity,CHINA OVERSEAS,13921061888.00,417744814080.00,22335176000.00,21887146000.00,483812064000.00,10731431000.00,901556890000.00,146442542950.84,9.24,9.22,181437684000.00,1.28,194608882423.21,A-,245109517000.00,631364967000.00
601669 CH Equity,POWER CONSTRUC-A,10682351872.00,278160703488.00,48209462689.45,27062605588.68,1126132554205.38,-27441625847.60,1404293254642.25,101978864571.53,10.74,13.85,647758105350.83,0.55,595817709019.39,A-,670381365876.10,608705939030.32
AMXB MM Equity,AMERICA MOVIL-B,82819082240.00,427672371200.00,372208671000.00,191403888000.00,1307334909570.08,128658075000.00,1799615605000.00,1276019420000.00,15.46,13.74,943638406000.00,1.37,749506135027.91,A-,495191070000.00,365120414000.00
000027 CH Equity,SHENZHEN ENERG-A,1844135232.00,65224761344.00,11350811568.68,5860856506.09,105757651312.18,-2479799527.02,170982412694.22,33634747522.78,30.75,8.44,43238855885.26,0.23,68228413313.43,A-,38272697713.25,41258849239.45
ZTO US Equity,ZTO EXPRESS -ADR,8837988992.00,65366200320.00,13987254000.00,10738676000.00,25175818000.00,10371908532.65,90542020000.00,18138042253.20,14.45,9.14,47507668000.00,11.05,12363408000.00,A-,24073744000.00,33165096000.00
1193 HK Equity,CHINA RES GAS,3034180032.00,67214393344.00,9635746000.00,6025291000.00,71275546000.00,30813990000.00,138489941000.00,47020740832.54,15.30,-10.17,100385317000.00,1.33,25872693000.00,A-,57930444000.00,33294902000.00
ENI IM Equity,ENI SPA,2608000000.00,52786999296.00,12359000000.00,5010000000.00,84282000000.00,4628000000.00,137069000000.00,64870562104.87,26.31,27.17,82151000000.00,0.78,32877043555.87,A-,36295000000.00,48157000000.00
IBM US Equity,IBM,10592999872.00,32739999744.00,16881000000.00,10858000000.00,122277964924.98,12102000000.00,151880000000.00,242810205475.40,23.44,-12.11,67535000000.00,11.35,64607000000.00,A-,38658000000.00,36944000000.00
2883 HK Equity,CHINA OILFIELD-H,3901626368.00,46770802688.00,12195368444.44,5593453697.00,37131439468.00,2598089356.00,83902243153.00,82479808952.20,10.83,43.78,49493842770.00,0.82,17410652815.00,A-,29131597263.00,30530008276.00
392 HK Equity,BJ ENT HLDGS,5377231872.00,101634269184.00,8787394000.00,4805043000.00,114852993000.00,2329749000.00,216487266000.00,43954632456.32,7.20,9.81,86268355000.00,4.28,80051873000.00,A-,63838472000.00,52797414000.00
WMT US Equity,WALMART INC,21892999936.00,106180001792.00,44028000000.00,29825000000.00,178488000000.00,14923000000.00,284668000000.00,986706670143.20,46.73,11.12,713163000000.00,2.74,62840691013.62,AA,107469000000.00,84874000000.00
ROG SW Equity,ROCHE HLDG-GENUS,12880000000.00,37880000512.00,21862000000.00,18476000000.00,62823000000.00,14125000000.00,100703000000.00,262709291082.61,21.09,3.96,61516000000.00,16.18,33191000000.00,AA,28001000000.00,38729000000.00
TAQA UH Equity,ABU DHABI NATION,7466000128.00,107662000128.00,18925000000.00,9614000000.00,112253000000.00,5290000000.00,219915000000.00,274339576433.54,38.55,-24.04,54798000000.00,0.06,66028000000.00,AA,37333000000.00,21041000000.00
COST US Equity,COSTCO WHOLESALE,8548999936.00,32086999040.00,13460000000.00,10940000000.00,51552000000.00,9099000000.00,83639000000.00,442848985200.00,52.40,15.90,286265000000.00,19.26,8165000000.00,AA,40763000000.00,43133000000.00
SHEL LN Equity,SHELL PLC,17836000256.00,175320006656.00,52881000000.00,27582000000.00,195031000000.00,21768000000.00,370351000000.00,179972072245.70,13.84,15.42,266886000000.00,3.03,75048904412.67,AA-,82415000000.00,107173000000.00
036460 KS Equity,KOREA GAS CORP,133020999680.00,11152412114944.00,4324148142857.14,2101151000000.00,42936649919250.70,3124400000000.00,54229212462047.50,3374040150000.00,24.60,-7.00,35727336000000.00,1489.77,23979293000000.00,AA-,16821928000000.00,12291749000000.00
015760 KS Equity,KOREA ELEC POWER,8616963080192.00,47751328956416.00,28955303947368.40,13524769000000.00,202800507635639.00,4972111797022.63,252346099695218.00,28824187057300.00,3.36,-4.45,97434472000000.00,13423.18,133663851000000.00,AA-,66067663000000.00,31866846000000.00
ADPORTS UH Equity,ABU DHABI PORTS,1565770016.00,30097608704.00,5102727000.00,2952870000.00,37895966523.37,752764000.00,69398222000.00,20818100776.67,12.70,-11.32,20765147000.00,0.32,20938260000.00,AA-,8848200000.00,12086608000.00
AMZN US Equity,AMAZON.COM INC,77670000640.00,411064991744.00,159737000000.00,79975000000.00,406977000000.00,7695000000.00,818042000000.00,2288792478692.70,30.50,-7.63,716924000000.00,7.29,169934000000.00,AA-,218005000000.00,229083000000.00
EAND UH Equity,ETISALAT,14360205312.00,61762605056.00,32104203000.00,21321165000.00,143296532000.00,19062199000.00,205059139000.00,164890447877.88,7.56,4.69,72858461000.00,1.65,60966385035.36,AA-,88431592000.00,60893432000.00
ADP US Equity,AUTOMATIC DATA,4235100032.00,6392999936.00,6247300000.00,5574000000.00,78246400000.00,4596500000.00,84639400000.00,91094260911.36,21.67,-12.05,21214300000.00,10.44,4476800000.00,AA-,72141500000.00,74472100000.00
PGY US Equity,PAGAYA TECHNOL-A,81389000.00,555350976.00,293904000.00,263827000.00,865238227.91,224718000.00,1545914000.00,948228749.64,3.98,-45.02,1301360000.00,0.98,709702000.00,B,291145000.00,441599000.00
VOLCABC1 PE Equity,VOLCAN CIA MIN-B,208550000.00,533600000.00,569127000.00,406847000.00,1666644000.00,185173000.00,2200244000.00,4903187576.14,4.00,1.35,1180687000.00,0.05,1018568000.00,B,578186000.00,485996000.00
2233 HK Equity,WEST CHINA CEMEN,987561024.00,14331355136.00,3389136000.00,2045254000.00,21454629000.00,-1360396000.00,35785984000.00,11580568953.26,10.33,-31.61,10061457000.00,0.18,11704423000.00,B,11498917000.00,9804335000.00
